,Var.1,week,cases,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
11,X2010.10,11,0,2010,33.92024771,22.2340145,0.026190476,4.547706351,61.30851427,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,19.02751277,18.97564215,18.78402682,19.84734691,21.10087749,0.026190476,0,0,0.066666667,0.008333333,0.00297619,0.000595238,0.030357143,0.173214286,10.91428571,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,30.40756982,29.877364,29.54087546,29.22922032,28.93944826,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,8.548267014,9.748489304,13.42475807,14.75542458,25.77075827,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354,63.95020571,64.64208908,67.04774108,69.96254513,80.46444278
12,X2010.11,12,0,2010,34.72698768,22.06240142,0.007738095,3.22324569,58.41877006,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,19.02751277,18.97564215,18.78402682,19.84734691,0.007738095,0.026190476,0,0,0.066666667,0.008333333,0.00297619,0.000595238,0.030357143,0.173214286,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,30.40756982,29.877364,29.54087546,29.22922032,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,8.548267014,9.748489304,13.42475807,14.75542458,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354,63.95020571,64.64208908,67.04774108,69.96254513
13,X2010.12,13,0,2010,34.93787466,23.96272708,1.650595238,4.664651023,63.3329939,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,19.02751277,18.97564215,18.78402682,1.650595238,0.007738095,0.026190476,0,0,0.066666667,0.008333333,0.00297619,0.000595238,0.030357143,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,30.40756982,29.877364,29.54087546,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,8.548267014,9.748489304,13.42475807,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354,63.95020571,64.64208908,67.04774108
14,X2010.13,14,0,2010,35.12052661,24.34662272,3.463690476,3.444546478,64.64564902,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,19.02751277,18.97564215,3.463690476,1.650595238,0.007738095,0.026190476,0,0,0.066666667,0.008333333,0.00297619,0.000595238,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,30.40756982,29.877364,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,8.548267014,9.748489304,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354,63.95020571,64.64208908
15,X2010.14,15,0,2010,35.79298875,24.68373017,1.963690476,4.794925748,62.60606434,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,19.02751277,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,0,0,0.066666667,0.008333333,0.00297619,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,30.40756982,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,8.548267014,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354,63.95020571
16,X2010.15,16,0,2010,35.39669249,24.63121999,7.926190476,9.045209205,65.71661724,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,21.13046315,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,0,0,0.066666667,0.008333333,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,31.824883,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,7.869463488,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806,67.92898354
17,X2010.16,17,0,2010,34.94949971,24.70446458,5.275,10.0399654,66.85743798,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,21.56774177,5.275,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,0,0,0.066666667,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,32.86060578,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,6.445955364,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656,65.02511806
18,X2010.17,18,0,2010,34.4455498,23.99110037,43.41904762,20.94632735,70.64332282,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,20.65144455,43.41904762,5.275,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,0,0,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,33.25809871,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,5.608811851,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885,60.5951656
19,X2010.18,19,0,2010,35.51060774,25.35749307,5.472619048,16.02801563,66.05580341,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,22.67157001,5.472619048,43.41904762,5.275,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,0,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,34.12306913,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,4.43874737,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427,63.77774885
20,X2010.19,20,0,2010,34.28418722,24.85086231,27.0702381,19.1060678,68.00676138,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,22.2340145,27.0702381,5.472619048,43.41904762,5.275,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,0.026190476,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,33.92024771,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,4.547706351,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006,61.30851427
21,X2010.20,21,0,2010,34.71633985,24.7585865,7.973214286,20.28356349,61.25860944,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,22.06240142,7.973214286,27.0702381,5.472619048,43.41904762,5.275,7.926190476,1.963690476,3.463690476,1.650595238,0.007738095,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,34.72698768,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,3.22324569,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939,58.41877006
22,X2010.21,22,0,2010,35.3316976,24.6741476,13.55833333,18.27010716,59.54000954,24.6741476,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,23.96272708,13.55833333,7.973214286,27.0702381,5.472619048,43.41904762,5.275,7.926190476,1.963690476,3.463690476,1.650595238,35.3316976,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,34.93787466,18.27010716,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,4.664651023,59.54000954,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902,63.3329939
23,X2010.22,23,0,2010,33.0644162,23.95152472,21.25416667,22.96792893,65.10295116,23.95152472,24.6741476,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,24.34662272,21.25416667,13.55833333,7.973214286,27.0702381,5.472619048,43.41904762,5.275,7.926190476,1.963690476,3.463690476,33.0644162,35.3316976,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,35.12052661,22.96792893,18.27010716,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,3.444546478,65.10295116,59.54000954,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434,64.64564902
24,X2010.23,24,0,2010,31.30161266,23.46929622,19.95654762,26.24863956,69.33041628,23.46929622,23.95152472,24.6741476,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.68373017,19.95654762,21.25416667,13.55833333,7.973214286,27.0702381,5.472619048,43.41904762,5.275,7.926190476,1.963690476,31.30161266,33.0644162,35.3316976,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,35.79298875,26.24863956,22.96792893,18.27010716,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,4.794925748,69.33041628,65.10295116,59.54000954,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724,62.60606434
25,X2010.24,25,0,2010,32.97335631,23.63953172,24.2952381,25.74026112,67.54058616,23.63953172,23.46929622,23.95152472,24.6741476,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,24.63121999,24.2952381,19.95654762,21.25416667,13.55833333,7.973214286,27.0702381,5.472619048,43.41904762,5.275,7.926190476,32.97335631,31.30161266,33.0644162,35.3316976,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,35.39669249,25.74026112,26.24863956,22.96792893,18.27010716,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,9.045209205,67.54058616,69.33041628,65.10295116,59.54000954,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798,65.71661724
26,X2010.25,26,0,2010,33.4528096,23.72727548,9.795833333,19.90615448,64.19946412,23.72727548,23.63953172,23.46929622,23.95152472,24.6741476,24.7585865,24.85086231,25.35749307,23.99110037,24.70446458,9.795833333,24.2952381,19.95654762,21.25416667,13.55833333,7.973214286,27.0702381,5.472619048,43.41904762,5.275,33.4528096,32.97335631,31.30161266,33.0644162,35.3316976,34.71633985,34.28418722,35.51060774,34.4455498,34.94949971,19.90615448,25.74026112,26.24863956,22.96792893,18.27010716,20.28356349,19.1060678,16.02801563,20.94632735,10.0399654,64.19946412,67.54058616,69.33041628,65.10295116,59.54000954,61.25860944,68.00676138,66.05580341,70.64332282,66.85743798
