id,Var.1,week,cases,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
327,X2016.14,15,0,2016,38.91202856,21.6794301,0.102352941,5.529580418,23.38552668,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,16.68026957,14.70014894,13.72170978,12.18397821,9.687659235,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,3.676470588,0,0.593823529,0.541470588,0.515294118,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,31.51081324,30.61300898,29.21439395,27.35427882,25.10676751,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,19.75968051,13.5347313,16.72647863,17.61457993,23.26270985,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993,50.00501776,53.34936073,51.21821783,52.39313048,61.7802292
328,X2016.15,16,0,2016,40.78840022,24.33887308,0.178529412,6.24029662,23.78451363,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,16.68026957,14.70014894,13.72170978,12.18397821,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,3.676470588,0,0.593823529,0.541470588,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,31.51081324,30.61300898,29.21439395,27.35427882,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,19.75968051,13.5347313,16.72647863,17.61457993,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993,50.00501776,53.34936073,51.21821783,52.39313048
329,X2016.16,17,0,2016,40.3538599,22.4968166,0.039705882,7.332131266,16.09580137,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,16.68026957,14.70014894,13.72170978,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,3.676470588,0,0.593823529,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,31.51081324,30.61300898,29.21439395,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,19.75968051,13.5347313,16.72647863,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993,50.00501776,53.34936073,51.21821783
330,X2016.17,18,0,2016,40.2278317,23.45952525,3.888529412,11.72343786,29.04067562,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,16.68026957,14.70014894,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,3.676470588,0,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,31.51081324,30.61300898,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,19.75968051,13.5347313,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993,50.00501776,53.34936073
331,X2016.18,19,0,2016,37.91718455,24.07385455,4.897352941,15.76734885,42.58671737,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,16.68026957,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,3.676470588,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,31.51081324,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,19.75968051,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993,50.00501776
332,X2016.19,20,0,2016,41.73828771,26.0884631,0.279411765,14.91096667,35.54681738,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,15.92904349,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,6.657647059,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,30.24391437,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,20.70649235,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066,52.90943993
333,X2016.20,21,0,2016,38.78078867,25.11475728,14.73705882,24.28676572,48.89386191,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,16.87470148,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,0.058235294,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,33.98775593,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,16.89705345,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853,35.48382066
334,X2016.21,22,0,2016,38.3180302,25.02278654,14.20941176,29.18858829,52.2802373,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,18.5660074,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,0.145882353,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,35.62497652,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,13.67441009,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884,45.04946853
335,X2016.22,23,0,2016,40.24059197,27.40066033,11.17117647,24.92133522,47.13283067,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,22.04189579,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,0.004705882,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,38.31632033,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,8.45583741,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668,38.37656884
336,X2016.23,24,0,2016,38.89458571,26.91557536,13.85441176,28.15458715,52.14735549,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,21.6794301,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,0.102352941,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.91202856,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,5.529580418,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363,23.38552668
337,X2016.24,25,0,2016,36.1504278,26.4795088,30.40705882,38.03779404,71.66442987,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,24.33887308,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,0.178529412,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,40.78840022,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,6.24029662,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137,23.78451363
338,X2016.25,26,0,2016,37.02731591,26.9647876,19.28088235,36.82307343,68.67226863,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,22.4968166,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,0.039705882,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,40.3538599,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,7.332131266,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562,16.09580137
339,X2016.26,27,0,2016,32.61510721,25.59808423,95.59441176,53.23554528,83.59082524,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,23.45952525,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,3.888529412,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,40.2278317,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,11.72343786,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737,29.04067562
340,X2016.27,28,0,2016,33.85353078,26.34432785,28.82823529,48.48389712,81.11611286,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,24.07385455,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,4.897352941,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,37.91718455,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,15.76734885,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738,42.58671737
341,X2016.28,29,0,2016,31.94544986,25.20080845,118.335,55.06932532,87.41764488,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,26.0884631,118.335,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,0.279411765,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,41.73828771,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,14.91096667,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191,35.54681738
342,X2016.29,30,0,2016,32.66001936,25.4801142,58.62294118,55.27154805,86.28358803,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,25.11475728,58.62294118,118.335,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,14.73705882,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,38.78078867,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,24.28676572,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373,48.89386191
343,X2016.30,31,0,2016,32.22424134,24.88632544,73.82941176,60.26701053,86.02199851,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,25.02278654,73.82941176,58.62294118,118.335,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,14.20941176,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,38.3180302,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,29.18858829,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067,52.2802373
344,X2016.31,32,0,2016,32.7985803,25.66695922,32.72794118,55.81614519,83.35218601,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,27.40066033,32.72794118,73.82941176,58.62294118,118.335,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,11.17117647,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,40.24059197,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,24.92133522,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549,47.13283067
345,X2016.32,33,34,2016,32.00756688,24.79102229,85.94294118,60.26158155,86.90328351,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,26.91557536,85.94294118,32.72794118,73.82941176,58.62294118,118.335,28.82823529,95.59441176,19.28088235,30.40705882,13.85441176,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,38.89458571,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,28.15458715,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987,52.14735549
346,X2016.33,34,0,2016,32.54306258,24.76961924,29.42735294,57.73376676,80.88437036,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,26.4795088,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,118.335,28.82823529,95.59441176,19.28088235,30.40705882,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,36.1504278,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,38.03779404,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863,71.66442987
347,X2016.34,35,0,2016,34.03497781,25.47440026,32.66911765,55.34987541,81.19043015,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,26.9647876,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,118.335,28.82823529,95.59441176,19.28088235,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,37.02731591,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,36.82307343,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524,68.67226863
348,X2016.35,36,0,2016,33.3173267,24.71317653,16.21647059,50.04166648,74.78885911,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,25.59808423,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,118.335,28.82823529,95.59441176,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,32.61510721,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,53.23554528,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286,83.59082524
349,X2016.36,37,18,2016,33.46593086,24.65704418,27.95588235,47.79768699,76.60236516,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,26.34432785,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,118.335,28.82823529,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,33.85353078,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,48.48389712,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488,81.11611286
350,X2016.37,38,58,2016,33.44548028,24.6180196,22.24382353,49.82209917,79.23205901,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,25.20080845,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,118.335,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,31.94544986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,55.06932532,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803,87.41764488
351,X2016.38,39,0,2016,32.22971674,23.40165265,31.15088235,49.52431986,80.15244808,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,25.4801142,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,58.62294118,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,32.66001936,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,55.27154805,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851,86.28358803
352,X2016.39,40,0,2016,33.85826488,24.80324773,13.20176471,48.04069698,77.05346331,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,24.88632544,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,73.82941176,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,32.22424134,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,60.26701053,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601,86.02199851
353,X2016.40,41,0,2016,33.0276301,21.92984942,7.831470588,50.40322041,68.13244525,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,25.66695922,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,32.72794118,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,32.7985803,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,55.81614519,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351,83.35218601
354,X2016.41,42,0,2016,33.38718928,18.27713359,0,42.69207984,57.51859536,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,24.79102229,0,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,85.94294118,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,32.00756688,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,60.26158155,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036,86.90328351
355,X2016.42,43,0,2016,33.13755731,17.75223508,0,39.76666952,51.69876368,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,24.76961924,0,0,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,29.42735294,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,32.54306258,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.73376676,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015,80.88437036
356,X2016.43,44,0,2016,31.27593283,15.53562391,0,37.08810126,57.18927919,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,25.47440026,0,0,0,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,32.66911765,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,34.03497781,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,55.34987541,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911,81.19043015
357,X2016.44,45,0,2016,30.05446775,13.9196379,0,38.98660222,56.3169824,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,24.71317653,0,0,0,0,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,16.21647059,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,33.3173267,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,50.04166648,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516,74.78885911
358,X2016.45,46,0,2016,29.38368142,12.59605797,0,39.68086878,57.88637262,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,24.65704418,0,0,0,0,0,7.831470588,13.20176471,31.15088235,22.24382353,27.95588235,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,33.46593086,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,47.79768699,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901,76.60236516
359,X2016.46,47,0,2016,29.01831934,11.67326814,0,39.2097262,60.36661349,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,24.6180196,0,0,0,0,0,0,7.831470588,13.20176471,31.15088235,22.24382353,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,33.44548028,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,49.82209917,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808,79.23205901
360,X2016.47,48,0,2016,27.99693422,12.49671716,0,37.05075286,66.00388329,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,23.40165265,0,0,0,0,0,0,0,7.831470588,13.20176471,31.15088235,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,32.22971674,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,49.52431986,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331,80.15244808
361,X2016.48,49,0,2016,23.32602752,11.83835362,0,38.0427509,74.05279555,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,24.80324773,0,0,0,0,0,0,0,0,7.831470588,13.20176471,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,33.85826488,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,48.04069698,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525,77.05346331
362,X2016.49,50,0,2016,23.82361042,9.980100375,0,38.74820892,74.4526508,9.980100375,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,21.92984942,0,0,0,0,0,0,0,0,0,7.831470588,23.82361042,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,33.0276301,38.74820892,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,50.40322041,74.4526508,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536,68.13244525
363,X2016.50,51,0,2016,24.40952209,8.349232018,0,39.21734178,66.82973113,8.349232018,9.980100375,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,18.27713359,0,0,0,0,0,0,0,0,0,0,24.40952209,23.82361042,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,33.38718928,39.21734178,38.74820892,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,42.69207984,66.82973113,74.4526508,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368,57.51859536
364,X2016.51,52,0,2016,20.39419717,9.353381891,0.043823529,42.59549828,75.18247331,9.353381891,8.349232018,9.980100375,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,17.75223508,0.043823529,0,0,0,0,0,0,0,0,0,20.39419717,24.40952209,23.82361042,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,33.13755731,42.59549828,39.21734178,38.74820892,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,39.76666952,75.18247331,66.82973113,74.4526508,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919,51.69876368
365,X2017,1,0,2017,20.93248634,9.842977887,2.310294118,43.32403678,76.46636413,9.842977887,9.353381891,8.349232018,9.980100375,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,15.53562391,2.310294118,0.043823529,0,0,0,0,0,0,0,0,20.93248634,20.39419717,24.40952209,23.82361042,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,31.27593283,43.32403678,42.59549828,39.21734178,38.74820892,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,37.08810126,76.46636413,75.18247331,66.82973113,74.4526508,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824,57.18927919
366,X2017.1,2,0,2017,19.77515161,6.31966519,1.71,40.17286368,62.09723448,6.31966519,9.842977887,9.353381891,8.349232018,9.980100375,11.83835362,12.49671716,11.67326814,12.59605797,13.9196379,1.71,2.310294118,0.043823529,0,0,0,0,0,0,0,19.77515161,20.93248634,20.39419717,24.40952209,23.82361042,23.32602752,27.99693422,29.01831934,29.38368142,30.05446775,40.17286368,43.32403678,42.59549828,39.21734178,38.74820892,38.0427509,37.05075286,39.2097262,39.68086878,38.98660222,62.09723448,76.46636413,75.18247331,66.82973113,74.4526508,74.05279555,66.00388329,60.36661349,57.88637262,56.3169824
