,Var.1,week,cases,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
405,X2017.40,41,0,2017,31.85532067,23.26447959,62.08017621,42.8698561,84.2866371,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,23.53426292,23.42900954,23.06394613,23.08955949,23.52496778,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,52.68017621,49.3969163,64.16211454,44.65286344,43.85286344,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,32.93442774,31.88184892,31.65078413,31.1749868,32.67251157,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,37.1319036,36.70851453,40.75446098,33.38456705,32.58888723,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319,80.71342902,77.43165401,78.7305568,80.15157698,76.47308701
406,X2017.41,42,0,2017,31.8698749,22.38425497,21.96123348,40.15917641,76.76904966,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,23.53426292,23.42900954,23.06394613,23.08955949,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,52.68017621,49.3969163,64.16211454,44.65286344,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,32.93442774,31.88184892,31.65078413,31.1749868,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,37.1319036,36.70851453,40.75446098,33.38456705,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319,80.71342902,77.43165401,78.7305568,80.15157698
407,X2017.42,43,0,2017,32.49763383,22.33928065,5.185903084,32.05199015,73.60911052,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,23.53426292,23.42900954,23.06394613,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,52.68017621,49.3969163,64.16211454,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,32.93442774,31.88184892,31.65078413,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,37.1319036,36.70851453,40.75446098,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319,80.71342902,77.43165401,78.7305568
408,X2017.43,44,0,2017,30.18913535,20.13498421,12.12202643,30.37892781,70.15629861,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,23.53426292,23.42900954,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,52.68017621,49.3969163,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,32.93442774,31.88184892,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,37.1319036,36.70851453,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319,80.71342902,77.43165401
409,X2017.44,45,0,2017,30.46719566,19.98809151,21.58414097,33.89330582,72.81157088,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,23.53426292,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,52.68017621,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,32.93442774,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,37.1319036,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319,80.71342902
410,X2017.45,46,0,2017,30.88560722,20.57961652,8.911894273,31.48430318,71.43727813,20.57961652,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,23.83999442,8.911894273,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,32.88678414,30.88560722,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,32.80660216,31.48430318,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,33.87412838,71.43727813,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559,78.95272319
411,X2017.46,47,0,2017,31.52771436,21.30360009,2.347136564,29.17342916,72.38406749,21.30360009,20.57961652,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,22.97006596,2.347136564,8.911894273,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,24.72643172,31.52771436,30.88560722,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,31.49548575,29.17342916,31.48430318,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,36.06304639,72.38406749,71.43727813,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064,73.07337559
412,X2017.47,48,0,2017,29.56904199,18.43845152,3.720704846,26.0175738,69.39419929,18.43845152,21.30360009,20.57961652,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,22.86369152,3.720704846,2.347136564,8.911894273,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,51.97665198,29.56904199,31.52771436,30.88560722,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,31.39338297,26.0175738,29.17342916,31.48430318,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,42.06631029,69.39419929,72.38406749,71.43727813,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146,85.32584064
413,X2017.48,49,0,2017,30.04577768,18.23066018,0.008810573,25.22876598,65.72384388,18.23066018,18.43845152,21.30360009,20.57961652,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,22.89293146,0.008810573,3.720704846,2.347136564,8.911894273,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,71.62599119,30.04577768,29.56904199,31.52771436,30.88560722,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,31.35615088,25.22876598,26.0175738,29.17342916,31.48430318,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,45.01668292,65.72384388,69.39419929,72.38406749,71.43727813,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371,86.80436146
414,X2017.49,50,0,2017,30.76060715,18.13080504,0.014096916,22.87140421,68.11037661,18.13080504,18.23066018,18.43845152,21.30360009,20.57961652,19.98809151,20.13498421,22.33928065,22.38425497,23.26447959,0.014096916,0.008810573,3.720704846,2.347136564,8.911894273,21.58414097,12.12202643,5.185903084,21.96123348,62.08017621,30.76060715,30.04577768,29.56904199,31.52771436,30.88560722,30.46719566,30.18913535,32.49763383,31.8698749,31.85532067,22.87140421,25.22876598,26.0175738,29.17342916,31.48430318,33.89330582,30.37892781,32.05199015,40.15917641,42.8698561,68.11037661,65.72384388,69.39419929,72.38406749,71.43727813,72.81157088,70.15629861,73.60911052,76.76904966,84.2866371
